,IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,Address,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME,Latitude,Longitude
2615,"=""118141""",Millcreek Elementary School,Elementary School,"K-6,P",Public School,School,Open,Perry,,sp-mwycinski@seovec.org,"10397 State Route 155 SE, Corning, Ohio, 43730",(740) 721-0522,,,,,,,,Annette Losco,annette.losco@southernlocal.org,(740) 684-6045,"=""049064""",Southern Local,0.0,0.0
2616,"=""118158""",Canal Winchester Middle School,Middle School,"=""6-8""",Public School,School,Open,Fairfield,,,"7155 Parkview Dr, Canal Winchester, Ohio, 43110",(614) 833-2151,(614) 833-2173,,,,,,,Kelly Zywczyk,kzywczyk@cwls.us,(614) 286-8409,"=""046946""",Canal Winchester Local,0.0,0.0
2617,"=""118158""",Canal Winchester Middle School,STEM School,"=""6-8""",Public School,School,Open,Fairfield,,,"7155 Parkview Dr, Canal Winchester, Ohio, 43110",(614) 833-2151,(614) 833-2173,,,,,,,Kelly Zywczyk,kzywczyk@cwls.us,(614) 286-8409,"=""046946""",Canal Winchester Local,0.0,0.0
2618,"=""118257""",Kilbourne Middle School,Middle School,"=""6-8""",Public School,School,Open,Franklin,,,"50 E Dublin Granville Rd, Worthington, Ohio, 43085",(614) 450-4200,(614) 883-3510,,,,,,,Gregory Garris,ggarris@wscloud.org,(614) 450-6200,"=""045138""",Worthington City,0.0,0.0
2619,"=""118323""",North Ridgeville Early Childhood Learning Community,Elementary School,"K,P",Public School,School,Open,Lorain,,AndreaVance@nrcs.net,"5490 Mills Creek Ln, North Ridgeville, Ohio, 44039",(440) 353-1100,,,,,,,,Andrea Vance,andreavance@nrcs.net,(440) 353-6793,"=""044537""",North Ridgeville City,0.0,0.0
2620,"=""118331""",Crooksville Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Perry,,,"12400 Tunnel Hill Rd, Crooksville, Ohio, 43731",(740) 982-7010,(740) 982-5087,,,,,,,John Toeller,john.toeller@crooksville.k12.oh.us,(740) 982-7010,"=""045351""",Crooksville Exempted Village,0.0,0.0
2621,"=""118414""",Cuyahoga Hts Middle School,Middle School,"=""6-8""",Public School,School,Open,Cuyahoga,,,"4840 E 71st St, Cuyahoga Heights, Ohio, 44125",(216) 429-5757,,,,,,,,Patrick Coleman,pcoleman@cuyhts.org,(216) 429-5708,"=""046557""",Cuyahoga Heights Local,0.0,0.0
2622,"=""118828""",Loveland Elementary School,Elementary School,"=""3-4""",Public School,School,Open,Hamilton,,,"600 Loveland Madeira Rd, Loveland, Ohio, 45140",(513) 683-4333,(513) 677-7932,,,,,,,Jennifer Forren,forrenje@lovelandschools.org,(513) 683-4333,"=""044271""",Loveland City,0.0,0.0
2623,"=""118844""",Euclid Schools Early Learning Center,Elementary School,"=""P""",Public School,School,Open,Cuyahoga,,kwashington@euclidschools.org,"22800 Fox Ave, Euclid, Ohio, 44123",(216) 797-4360,(216) 797-4364,,,,,,,,,,"=""043950""",Euclid City,0.0,0.0
2624,"=""119438""",Hilliard Weaver Middle School,Middle School,"=""7-8""",Public School,School,Open,Franklin,www.hilliardschools.org,,"4600 Avery Rd, Hilliard, Ohio, 43026",(614) 921-7700,(614) 921-7701,,,,,,,Chad Schulte,chad_schulte@hboe.org,(614) 921-7307,"=""047019""",Hilliard City,0.0,0.0
2625,"=""119768""",Cherokee Elementary School,Elementary School,"=""3-6""",Public School,School,Open,Butler,,,"5345 Kyles Station Rd, Liberty Twp, Ohio, 45011",(513) 755-8200,(513) 755-6838,,,,,,,Valerie Montgomery,valerie.montgomery@lakotaonline.com,(513) 779-7775,"=""046110""",Lakota Local,0.0,0.0
2626,"=""119776""",Independence Elementary School,Elementary School,"=""3-6""",Public School,School,Open,Butler,,greg.finke@lakotaonline.com,"7480 Princeton Rd, Liberty Township, Ohio, 45044",(513) 755-8300,(513) 755-6941,,,,,,,Greg Finke,greg.finke@lakotaonline.com,(513) 617-0366,"=""046110""",Lakota Local,0.0,0.0
2627,"=""119792""",Holloway Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Lucas,,,"6611 Pilliod Rd, Holland, Ohio, 43528",(419) 867-5702,(419) 867-5707,,,,,,,Robb Brown,robbbrown@springfield-schools.org,(419) 867-5640,"=""048223""",Springfield Local,0.0,0.0
2628,"=""119941""",Ottawa-Glandorf Complex Elementary School,Ungraded,"=""P""",Public School,School,Open,Putnam,,,"630 Glendale Ave, Ottawa, Ohio, 45875",(419) 523-6464,,,,,,,,,,,"=""049379""",Ottawa-Glandorf Local,0.0,0.0
2629,"=""120212""",Willard Grizzell Middle School,Middle School,"=""6-8""",Public School,School,Open,Delaware,,,"8705 Avery Rd, Dublin, Ohio, 43017",(614) 798-3569,(614) 761-6514,,,,,,,Corinne Evans,evans_corinne@dublinschools.net,(614) 325-6083,"=""047027""",Dublin City,0.0,0.0
2630,"=""120261""",Northwest Middle School,Middle School,"=""6-8""",Public School,School,Open,Scioto,,,"692 Mohawk Dr, Mc Dermott, Ohio, 45652",(740) 259-2528,(740) 259-5731,,,,,,,Michael Shoemaker,todd.shoemaker@nwmohawks.org,(740) 259-2528,"=""049635""",Northwest Local,0.0,0.0
2631,"=""120279""",Northwest Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Scioto,,,"4738 Henley Deemer Rd, Mc Dermott, Ohio, 45652",,() 259-2337,,,,,,,Brian Martin,scott.martin@nwmohawks.org,(740) 259-2250,"=""049635""",Northwest Local,0.0,0.0
2632,"=""120337""",Mt  Orab Middle School,Middle School,"=""5-8""",Public School,School,Open,Brown,,,"472 W Main St, Mount Orab, Ohio, 45154",(937) 444-2529,(937) 444-4268,,,,,,,Sabrina Armstrong,sabrina.armstrong@wbbroncos.com,(937) 444-2529,"=""046060""",Western Brown Local,0.0,0.0
2633,"=""120360""",Blacklick Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,,"6540 Havens Corners Rd, Blacklick, Ohio, 43004",(614) 759-5100,(614) 759-5110,,,,,,,Kristen Groves,grovesk@gjps.org,(614) 315-9740,"=""046961""",Gahanna-Jefferson City,0.0,0.0
2634,"=""120485""",Dublin Scioto High School,High School,"=""9-12""",Public School,School,Open,Franklin,,,"4000 Hard Rd, Dublin, Ohio, 43016",(614) 717-2464,(614) 717-2484,,,,,,,Robert Scott,scott_robert@dublinschools.net,(614) 717-2464,"=""047027""",Dublin City,0.0,0.0
2635,"=""120899""",Stiles Family Center,Elementary School,"=""P""",Public School,School,Open,Franklin,,,"4704 Stiles Ave, Columbus, Ohio, 43228",(614) 870-5533,,,,,,,,,,,"=""044800""",South-Western City,0.0,0.0
2636,"=""120915""",Headstart Eastland,Elementary School,"=""P""",Public School,School,Open,Licking,,,"986 E Main St, Newark, Ohio, 43055",(740) 345-6415,,,,,,,,,,,"=""044453""",Newark City,0.0,0.0
2637,"=""121434""",Ripley Union Lewis Huntington Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Brown,,emily.marshall@rulh.us,"502 S 2nd St, Ripley, Ohio, 45167",(937) 392-1141,(937) 392-7027,,,,,,,Emily Marshall,emarshall0725@icloud.com,(937) 392-1141,"=""046078""",Ripley-Union-Lewis-Huntington Local,0.0,0.0
2638,"=""121525""",Buckeye Woods Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Franklin,,,"2525 Holton Rd, Grove City, Ohio, 43123",(614) 801-8025,,,,,,,,Jenniffer Kauffeld,jenniffer.kauffeld@swcsd.us,(740) 438-2123,"=""044800""",South-Western City,0.0,0.0
2639,"=""121533""",Darby Woods Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Franklin,,,"255 Westwoods Blvd, Galloway, Ohio, 43119",(614) 801-8075,,,,,,,,Brian Novar,brian.novar@swcsd.us,(614) 307-6050,"=""044800""",South-Western City,0.0,0.0
2640,"=""121871""",Mason Early Childhood Center Elementary School,Elementary School,"K-2,P",Public School,School,Open,Warren,,,"4631 Hickory Woods Dr, Mason, Ohio, 45040",(513) 398-3741,(513) 398-2169,,,,,,,Melissa Bly,blym@masonohioschools.com,,"=""050450""",Mason City,0.0,0.0
2641,"=""121954""",Stevenson Elementary School,Elementary School,"=""3-5""",Public School,School,Open,Licking,,,"152 Cynthia St, Heath, Ohio, 43056",(740) 522-8442,(740) 522-6241,,,,,,,Ashley Knowlton,knowltona@lickingvalley.k12.oh.us,,"=""044115""",Heath City,0.0,0.0
2642,"=""122028""",Liberty-Benton Middle School,Middle School,"=""6-8""",Public School,School,Open,Hancock,,botley@lb.noacsc.org,"9050 W State Route 12, Findlay, Ohio, 45840",(419) 422-9166,(419) 420-9237,,,,,,,Bruce Otley,botley@liberty-benton.org,(419) 422-9166,"=""047449""",Liberty-Benton Local,0.0,0.0
2643,"=""122069""",Amanda-Clearcreek Middle School,Middle School,"=""6-8""",Public School,School,Open,Fairfield,,,"328 E Main St, Amanda, Ohio, 43102",(740) 969-7252,(740) 969-7642,,,,,,,Patricia Haughn,,(614) 579-2702,"=""046847""",Amanda-Clearcreek Local,0.0,0.0
2644,"=""122093""",Robert F Schultz Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Delaware,WWW.DCS.K12.OH.US,,"499 Applegate Ln, Delaware, Ohio, 43015",(740) 833-1400,(740) 833-1449,,,,,,,Travis Woodworth,WOODWOTR@DELAWARECITYSCHOOLS.NET,(740) 833-1401,"=""043877""",Delaware City,0.0,0.0
2645,"=""122127""",Green Primary Elementary School,Elementary School,"=""K-2""",Public School,School,Open,Scioto,,,"535 Junior Furnace Powellsville Rd, Franklin Furnace, Ohio, 45629",(740) 354-9551,(740) 354-9904,,,,,,,Jodi Armstrong,jarmstrong@greenbobcats.org,(740) 354-9221,"=""049619""",Green Local,0.0,0.0
2646,"=""122143""",Brooklyn Intermediate School,Middle School,"P,K,1-7",Public School,School,Open,Cuyahoga,,,"9200 Biddulph Rd, Brooklyn, Ohio, 44144",(216) 485-8127,(216) 485-8118,,,,,,,Cristin Cicco,cristincicco7@gmail.com,(440) 238-4892,"=""043653""",Brooklyn City,0.0,0.0
2647,"=""122507""",Mary Emma Bailey Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"4900 Brandonway Dr, Dublin, Ohio, 43017",(614) 717-6611,(614) 717-6610,,,,,,,Tyler Wolfe,wolfe_tyler@dublinschools.net,(614) 679-0703,"=""047027""",Dublin City,0.0,0.0
2648,"=""122622""",Mariemont Junior High School,Junior High School,"=""7-8""",Public School,School,Open,Hamilton,,,"3847 Southern Avenue, Cincinnati, Ohio, 45227",(513) 272-7300,(513) 527-3432,,,,,,,Robert Polca,robpolca@yahoo.com,(513) 309-8269,"=""044313""",Mariemont City,0.0,0.0
2649,"=""122747""",Hilliard Horizon Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,www.hilliardschools.org,hilary_sloat@hboe.org,"6000 Renner Rd, Columbus, Ohio, 43228",(614) 921-5800,(614) 921-5801,,,,,,,Hilary Sloat,hilary_sloat@hboe.org,(614) 921-5800,"=""047019""",Hilliard City,0.0,0.0
2650,"=""122887""",Tuscarawas Valley Middle School,Middle School,"5-8,SN",Public School,School,Open,Tuscarawas,www.tvtrojans.org,,"2633 Tusky Valley Rd NE, Zoarville, Ohio, 44656",(330) 859-2427,(330) 859-8845,,,,,,,Erica Knowles,erica.knowles@tvtrojans.org,(330) 859-2427,"=""050302""",Tuscarawas Valley Local,0.0,0.0
2651,"=""123026""",Portage Collab Montessori Middle School,Elementary School,"=""K-8""",Public School,School,Open,Stark,,,"1000 55th St NE, Canton, Ohio, 44721",(330) 966-1912,,,,,,,,Kimberly Rimmele,kimrimmelepcms@yahoo.com,(330) 575-0683,"=""043711""",Canton City,0.0,0.0
2652,"=""123034""",Woodridge Elementary School,Elementary School,"K,1-5,UNG",Public School,School,Open,Summit,http://wes.woodridge.k12.oh.us,,"4351 Quick Rd, Peninsula, Ohio, 44264",(330) 928-1223,,,,,,,,Beth Harrington,bharrington@woodridge.k12.oh.us,(330) 928-6579,"=""049973""",Woodridge Local,0.0,0.0
2653,"=""123141""",Alum Creek Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Delaware,,teresa_goins@olentangy.k12.oh.us,"2515 Parklawn Dr, Lewis Center, Ohio, 43035",(740) 657-4600,(740) 657-4649,,,,,,,Brandy Worth,worthbrandy@gmail.com,(609) 276-2381,"=""046763""",Olentangy Local,0.0,0.0
2654,"=""123216""",Bell Creek Intermediate School,Elementary School,"=""3-5""",Public School,School,Open,Greene,http://www.sugarcreek.k12.oh.us,,"3777 Upper Bellbrook Rd, Bellbrook, Ohio, 45305",(937) 848-3777,(937) 848-5078,,,,,,,Jill Adams,jill.adams@bss.k12.oh.us,(937) 626-3301,"=""047274""",Bellbrook-Sugarcreek Local,0.0,0.0
2655,"=""123307""",Tussing Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Fairfield,,,"7117 Tussing Rd, Reynoldsburg, Ohio, 43068",(614) 759-3400,,,,,,,,Matthew Dansby,matt_dansby@plsd.us,(614) 834-2600,"=""046896""",Pickerington Local,0.0,0.0
2656,"=""123398""",Green Intermediate Elementary School,Elementary School,"=""4-6""",Public School,School,Open,Summit,,,"1737 Steese Rd, Uniontown, Ohio, 44685",(330) 896-7700,(330) 896-7725,,,,,,,Mark Booth,boothmark@greenlocalschools.org,,"=""050013""",Green Local,0.0,0.0
2657,"=""123463""",Cornerstone Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Wayne,,,"101 W Bowman St, Wooster, Ohio, 44691",(330) 262-9666,(330) 262-7611,,,,,,,Eric Vizzo,wstr_evizzo@woostercityschools.org,(330) 262-9666,"=""045120""",Wooster City,0.0,0.0
2658,"=""123539""",Hilliard Darby High School,High School,"=""9-12""",Public School,School,Open,Franklin,www.hilliardschools.org,joyce_brickley@hboe.org,"4200 Leppert Rd, Hilliard, Ohio, 43026",(614) 921-7300,(614) 921-7301,,,,,,,Joyce Brickley,joyce_brickley@hboe.org,(614) 921-7300,"=""047019""",Hilliard City,0.0,0.0
2659,"=""123547""",Adena Middle School,Middle School,"=""5-8""",Public School,School,Open,Ross,,,"3367 County Road 550, Frankfort, Ohio, 45628",(740) 998-2313,(740) 998-2317,,,,,,,Dustin England,dustin.england@adenalocalschools.com,(740) 466-7510,"=""049494""",Adena Local,0.0,0.0
2660,"=""123810""",Creekside Early Childhood School,Elementary School,"=""K-2""",Public School,School,Open,Butler,,linda.pavlinac@lakotaonline.com,"5070 Tylersville Rd, West Chester, Ohio, 45069",(513) 874-0175,(513) 682-4213,,,,,,,Linda PAVLINAC,linda.pavlinac@lakotaonline.com,(513) 259-5417,"=""046110""",Lakota Local,0.0,0.0
2661,"=""123828""",Lakota Ridge Junior School,Junior High School,"=""7-8""",Public School,School,Open,Butler,,ben.brown@lakotaonline.com,"6199 Beckett Ridge Blvd, West Chester, Ohio, 45069",(513) 777-0552,(513) 777-0919,,,,,,,Benjamin Brown,ben.brown@lakotaonline.com,(513) 615-9536,"=""046110""",Lakota Local,0.0,0.0
2662,"=""123836""",Lakota East High School,High School,"9-12,UNG",Public School,School,Open,Butler,,,"6840 Lakota Ln, Liberty Township, Ohio, 45044",(513) 755-7211,(513) 759-8633,,,,,,,Suzanna Davis,suzanna.davis@lakotaonline.com,(513) 755-7211,"=""046110""",Lakota Local,0.0,0.0
2663,"=""124073""",Crossroads Middle School,Middle School,"=""6-8""",Public School,School,Open,Butler,,,"255 Donald Dr, Fairfield, Ohio, 45014",(513) 829-4504,(513) 829-7447,,,,,,,David Maine,maine_d@fairfieldcityschools.com,(513) 509-5651,"=""046102""",Fairfield City,0.0,0.0
2664,"=""124081""",Fairfield East Elementary School,Elementary School,"K-5,P",Public School,School,Open,Butler,,gillespie_p@fairfield-city.k12.oh.us,"6711 Morris Rd, Hamilton, Ohio, 45011",(513) 737-5000,(513) 737-5225,,,,,,,Paige Gillespie,gillespie_p@fairfieldcityschools.com,(513) 907-8331,"=""046102""",Fairfield City,0.0,0.0
2665,"=""124214""",Russellville Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Brown,,,"239 W Main St, Russellville, Ohio, 45168",(937) 377-4771,(937) 377-9110,,,,,,,Katrina Wagoner,katrina.wagoner@eb.k12.oh.us,(937) 515-0376,"=""046037""",Eastern Local School District,0.0,0.0
2666,"=""124222""",Eastern MS,Middle School,"=""6-8""",Public School,School,Open,Brown,,jordan.michael@docs.eb.k12.oh.us,"11519 US Highway 62, Winchester, Ohio, 45697",(937) 695-1249,(937) 695-1299,,,,,,,Jordan Michael,jordan.michael@elsd.us,(937) 695-1377,"=""046037""",Eastern Local School District,0.0,0.0
2667,"=""124727""",Gibsonburg Middle School,Middle School,"=""6-8""",Public School,School,Open,Sandusky,,,"740 S Main St, Gibsonburg, Ohio, 43431",(419) 637-7954,(419) 637-2046,,,,,,,Sonia Herman,Sherman@gibsonburgschools.org,(419) 637-2873,"=""045385""",Gibsonburg Exempted Village,0.0,0.0
2668,"=""124859""",Batavia Middle School,Middle School,"=""6-8""",Public School,School,Open,Clermont,,,"800 Bauer Ave, Batavia, Ohio, 45103",(513) 732-9534,,,,,,,,Steven Brokamp,brokamp_s@bataviaschools.org,(513) 732-9534,"=""046300""",Batavia Local,0.0,0.0
2669,"=""124867""",East Clinton Junior High School,Junior High School,"=""6-8""",Public School,School,Open,Clinton,,,"174 Larrick Rd, Sabina, Ohio, 45169",(937) 584-9267,(937) 584-7452,,,,,,,Robbin Luck,Robbin.Luck@eastclinton.org,(937) 725-0827,"=""046409""",East Clinton Local,0.0,0.0
2670,"=""124875""",Columbia Intermediate School,Elementary School,"=""5-6""",Public School,School,Open,Warren,,,"8263 Columbia Rd, Kings Mills, Ohio, 45034",(513) 398-8050,(513) 459-2961,,,,,,,Shelley Detmer-Bogaert,sdetmer-bogaert@kingslocal.net,(513) 933-0262,"=""050435""",Kings Local,0.0,0.0
2671,"=""125047""",Mill Valley Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Union,,,"633 Mill Wood Blvd, Marysville, Ohio, 43040",(937) 642-3822,(937) 642-5526,,,,,,,Amey McGlenn,asmcglen@mevsd.us,(937) 537-0172,"=""045476""",Marysville Exempted Village,0.0,0.0
2672,"=""125187""",Coldwater Middle School,Middle School,"=""5-8""",Public School,School,Open,Mercer,,,"310 N 2nd St, Coldwater, Ohio, 45828",(419) 678-3331,(419) 678-3100,,,,,,,Daniel Pohlman,pohlman.dan@coldwatercavs.org,(937) 417-6790,"=""045310""",Coldwater Exempted Village,0.0,0.0
2673,"=""125229""",Anthony Wayne Junior High School,Junior High School,"=""7-8""",Public School,School,Open,Lucas,,,"6035 Finzel Rd, Whitehouse, Ohio, 43571",(419) 877-5342,(419) 877-4908,,,,,,,James Bocian,bbocian@anthonywayneschools.org,(419) 877-5342,"=""048207""",Anthony Wayne Local,0.0,0.0
2674,"=""125245""",Buckeye Valley Local Middle School,Middle School,"=""5-8""",Public School,School,Open,Delaware,,,"683 Coover Rd, Delaware, Ohio, 43015",(740) 363-6626,(740) 363-4483,,,,,,,Brian Baker,bbaker@mybvls.org,(740) 363-6626,"=""046755""",Buckeye Valley Local,0.0,0.0
2675,"=""125344""",Darby Creek Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,cindy_teske@hboe.org,"6305 Pinefield Dr, Hilliard, Ohio, 43026",(614) 921-5500,,,,,,,,Cindy Teske,cindy_teske@hboe.org,(614) 921-5500,"=""047019""",Hilliard City,0.0,0.0
2676,"=""125351""",Felicity-Franklin Local Middle School,Middle School,"=""5-8""",Public School,School,Open,Clermont,,pfefferj@felicityschools.org,"105 Market St, Felicity, Ohio, 45120",(513) 362-5381,(513) 876-2848,,,,,,,Joe Pfeffer,joe_pfeffer@yahoo.com,(937) 515-9234,"=""046334""",Felicity-Franklin Local,0.0,0.0
2677,"=""125567""",Sylvania Timberstone Junior High School,Junior High School,"=""6-8""",Public School,School,Open,Lucas,,mbader@sylvaniaschools.org,"9000 Sylvania Ave, Sylvania, Ohio, 43560",(419) 824-8680,(419) 824-8690,,,,,,,Michael Bader,Mbader@sylvaniaschools.org,(419) 824-8680,"=""044875""",Sylvania Schools,0.0,0.0
2678,"=""125641""",Ravenna Preschool,Elementary School,"=""P""",Public School,School,Open,Portage,,,"3590 State Route 59, Ravenna, Ohio, 44266",(330) 297-4139,(330) 297-4165,,,,,,,,,,"=""044685""",Ravenna City,0.0,0.0
2679,"=""125765""",Locust Corner Elementary School,Elementary School,"K-5,P",Public School,School,Open,Clermont,,,"3431 Locust Corner Rd, Cincinnati, Ohio, 45245",(513) 752-1432,(513) 752-0611,,,,,,,Joseph Roach,,(513) 575-6681,"=""045559""",New Richmond Exempted Village,0.0,0.0
2680,"=""125773""",Portsmouth West Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Scioto,http://www.westsenators.org,,"15332A Us Highway 52, West Portsmouth, Ohio, 45663",(740) 858-1116,(740) 858-1118,,,,,,,William Platzer,William.platzer@westsenators.org,(740) 858-1116,"=""049650""",Washington-Nile Local,0.0,0.0
2681,"=""125781""",Portsmouth West Middle School,Middle School,"=""5-8""",Public School,School,Open,Scioto,http://www.westsenators.org,christopher.jordan@westsenators.org,"15332 US Highway 52 Unit B, West Portsmouth, Ohio, 45663",(740) 858-6668,(740) 858-0331,,,,,,,Christopher Jordan,christopher.jordan@westsenators.org,(740) 357-4389,"=""049650""",Washington-Nile Local,0.0,0.0
2682,"=""125823""",Celina Intermediate Elementary School,Elementary School,"=""5-6""",Public School,School,Open,Mercer,,,"227 Portland St, Celina, Ohio, 45822",(419) 586-8300,(419) 584-0353,,,,,,,Derek Wenning,derek.wenning@celinaschools.org,(419) 733-3578,"=""043729""",Celina City,0.0,0.0
2683,"=""125955""",Kinsner Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Cuyahoga,,,"19091 Waterford Pkwy, Strongsville, Ohio, 44149",(440) 572-7120,(440) 572-7125,,,,,,,Steven Diedrick,sdiedrick@strongnet.org,(440) 213-7067,"=""044842""",Strongsville City,0.0,0.0
