Sponsor IRN,Sponsor,School IRN,School,Telephone,Address,Public District Location IRN,Public District Location,County,First Year of Operation,Grade Levels Served,ConvOrStartup,PhysOrVirtual,School Type 3,Percent Minority,Percent Economically Disadvantaged,Percent Students with Disabilities,Percent Limited English Proficient,Attendance Rate,Overall Grade 2018,Overall Value-Added Grade 2018,Gifted Value-Added Grade 2018,Students with Disabilities Value-Added Grade 2018,Lowest 20% Value-Added Grade 2018,Highly Mobile Value-Added Grade 2018,Graduation Component Grade 2018,Five Year Graduation Rate Grade 2018,Gap Closing Component Grade 2018,Success Component Grade 2018,K3 Literacy Grade 2018,Overall Value-Added Grade 2017,Gifted Value-Added Grade 2017,Students with Disabilities Value-Added Grade 2017,Lowest 20% Value-Added Grade 2017,Highly Mobile Value-Added Grade 2017,Graduation Component Grade 2017,Five Year Graduation Rate Grade 2017,Gap Closing Component Grade 2017,Success Component Grade 2017,K3 Literacy Grade 2017,Overall Value-Added Grade 2016,Gifted Value-Added Grade 2016,Students with Disabilities Value-Added Grade 2016,Lowest 20% Value-Added Grade 2016,Highly Mobile Value-Added Grade 2016,Graduation Component Grade 2016,Five Year Graduation Rate Grade 2016,Gap Closing Component Grade 2016,Success Component Grade 2016,K3 Literacy Grade 2016,Overall Value-Added Grade 2015,Gifted Value-Added Grade 2015,Students with Disabilities Value-Added Grade 2015,Lowest 20% Value-Added Grade 2015,Highly Mobile Value-Added Grade 2015,Five Year Graduation Rate Grade 2015,K3 Literacy Grade 2015,Overall Value-Added Grade 2014,Gifted Value-Added Grade 2014,Students with Disabilities Value-Added Grade 2014,Lowest 20% Value-Added Grade 2014,Five Year Graduation Rate Grade 2014,Overall Value-Added Grade 2013,Gifted Value-Added Grade 2013,Students with Disabilities Value-Added Grade 2013,Lowest 20% Value-Added Grade 2013,Five Year Graduation Rate Grade 2013,Latitude,Longitude,isClosed
016998,Ohio Council of Community Schools,143206,Trotwood Preparatory & Fitness Academy,(937) 8544100,"3100 Shiloh Springs Rd, Trotwood, OH 45426",48694,Trotwood-Madison City,Montgomery,FY03,K-8,Startup,Site,General Education,0.947614209,1,0.265356081,--,0.931416193,C,F,NR,C,F,NR,NR,NR,A,NR,NR,F,NR,F,F,NR,NR,NR,F,NR,D,F,NR,F,F,NR,NR,NR,F,NR,NR,F,NR,C,F,NR,NR,F,B,NR,F,C,NR,D,NR,F,C,NR,39.8179138,-84.2952701,No
000862,Buckeye Community Hope Foundation,012627,STEAM Academy of Akron,(330) 7731100,"1350 Virginia Ave, Akron, OH 44306",43489,Akron City,Summit,FY12,K-8,Startup,Site,General Education,0.902322171,1,0.144023466,--,0.898301916,D,F,NR,F,D,NR,NR,NR,F,NR,B,B,NR,A,B,NR,NR,NR,F,NR,B,F,NR,NR,C,F,NR,NR,F,NR,F,A,NR,NR,B,B,NR,B,D,NR,NR,F,NR,--,--,--,--,--,41.0355412,-81.4967583,No
012931,Office of School Sponsorship,014904,T2 Honors Academy,(216) 5105458,"18450 S Miles Rd, Warrensville Heights, OH 44128",45005,Warrensville Heights City,Cuyahoga,FY15,7-12,Startup,Site,General Education,1,0.922864195,0.142575291,--,--,C,C,NR,NR,B,NR,NR,NR,B,NR,NR,D,NR,NR,C,NR,NR,NR,F,NR,NR,D,NR,NR,C,C,NR,NR,F,NR,NR,C,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,41.4312823,-81.5510726,No
123257,North Central Ohio ESC,013195,Academy of Educational Excellence,(419) 3822280,"728 Parkside Blvd, Toledo, OH 43607",44909,Toledo City,Lucas,FY13,K-6,Conversion,Site,General Education,0.963182448,0.969167238,--,--,0.906553972,F,F,NR,NR,F,NR,NR,NR,F,NR,D,D,NR,NR,D,NR,NR,NR,F,NR,NR,B,NR,NR,NR,NR,NR,NR,F,NR,F,A,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.6474547,-83.5949156,No
048199,ESC of Lake Erie West,132969,Constellation Schools: Elyria Community,(440) 3665225,"300 N Abbe Rd, Elyria, OH 44035",43943,Elyria City Schools,Lorain,FY02,K-8,Startup,Site,General Education,0.387192546,0.527237183,0.117027639,--,0.947854017,B,A,NR,A,A,NR,NR,NR,A,NR,C,A,NR,A,A,NR,NR,NR,D,NR,C,A,NR,A,A,NR,NR,NR,F,NR,D,F,NR,NR,F,NR,NR,C,D,NR,D,F,NR,A,NR,D,C,NR,41.3818562,-82.0781212,No
043786,Cleveland Municipal,000930,Cleveland Entrepreneurship Preparatory School,,,43786,Cleveland Municipal,Cuyahoga,FY07,"#N/A",Startup,Site,General Education,0.984474789,1,0.102484037,--,0.931042449,C,A,NR,C,A,NR,NR,NR,D,NR,NR,A,NR,B,A,NR,NR,NR,F,NR,NR,A,NR,A,A,NR,NR,NR,F,NR,NR,A,NR,B,A,NR,NR,NR,A,NR,A,A,NR,A,NR,B,A,NR,0,0,Yes
083246,St Aloysius Orphanage,012513,Madisonville SMART Elementary,,,43752,Cincinnati City,Hamilton,FY12,"#N/A",Startup,Site,General Education,0.955310433,1,0.193479052,0.133987588,0.907168097,D,F,NR,NR,F,NR,NR,NR,B,NR,C,F,NR,NR,F,F,NR,NR,F,NR,F,F,NR,NR,F,NR,NR,NR,F,NR,F,F,NR,NR,C,NR,NR,F,A,NR,D,D,NR,A,NR,NR,C,NR,0,0,Yes
012931,Office of School Sponsorship,013198,Brookwood Academy,,,43802,Columbus City School District,Franklin,FY13,"#N/A",Startup,Site,Special Education,0.745939435,0.998255444,0.993478699,--,0.796250696,F,F,NR,F,F,D,F,F,F,F,NR,F,NR,F,F,F,D,C,F,F,NR,F,NR,F,D,NR,F,D,NR,F,NR,C,NR,C,C,C,B,NR,D,NR,D,C,NR,F,NR,F,F,NR,0,0,Yes
016998,Ohio Council of Community Schools,013199,Cleveland Preparatory Academy,(216) 7412991,"4850 Pearl Rd, Cleveland, OH 44109",43786,Cleveland Municipal,Cuyahoga,FY13,K-12,Startup,Site,General Education,0.655372643,0.740884019,0.151682574,--,0.811011363,F,F,NR,NR,NR,NR,F,F,F,F,NR,D,NR,C,C,NR,F,F,F,F,NR,C,NR,NR,C,C,F,F,F,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.425829,-81.720407,No
046938,ESC of Central Ohio,000770,"Maritime Academy of Toledo, The",(419) 2449999,"803 Water St, Toledo, OH 43604",44909,Toledo City,Lucas,FY07,5-12,Startup,Site,General Education,0.573570895,0.567645277,0.275040425,--,0.750331049,F,F,NR,F,F,NR,F,F,F,F,NR,F,NR,C,C,C,F,F,F,F,NR,F,NR,B,F,C,F,F,F,F,NR,D,NR,NR,C,C,F,NR,C,NR,NR,C,F,C,NR,NR,F,F,41.6551341,-83.5278216,No
000821,Thomas B. Fordham Foundation,009122,Columbus Collegiate Academy,(614) 2995284,"1469 E Main St, Columbus, OH 43205",43802,Columbus City School District,Franklin,FY09,6-8,Startup,Site,General Education,0.95910742,1,0.168578103,0.070679815,0.911259324,B,A,NR,B,A,NR,NR,NR,B,NR,NR,A,NR,B,A,C,NR,NR,F,NR,NR,A,NR,B,A,NR,NR,NR,F,NR,NR,A,NR,C,B,A,NR,NR,A,NR,C,A,NR,A,NR,C,A,NR,39.9568865,-82.9595235,No
083246,St Aloysius Orphanage,013082,The Haley School,,,45005,Warrensville Heights City,Cuyahoga,FY13,"#N/A",Startup,Site,General Education,1,0.995957535,0.143721038,--,0.900887428,F,F,NR,NR,F,NR,NR,NR,F,NR,NR,F,NR,F,F,NR,NR,NR,F,NR,A,F,NR,NR,F,NR,NR,NR,F,NR,D,C,NR,A,C,D,NR,C,B,NR,NR,C,NR,NR,NR,NR,NR,NR,0,0,Yes
000862,Buckeye Community Hope Foundation,000320,Constellation Schools: Lorain Community Middle,(440) 2422023,"1110 W 4th St, Lorain, OH 44052",44263,Lorain City,Lorain,FY05,5-8,Startup,Site,General Education,0.740404779,1,0.205222318,--,0.926092324,F,F,NR,F,F,NR,NR,NR,F,NR,NR,F,NR,F,D,NR,NR,NR,F,NR,NR,F,NR,F,F,NR,NR,NR,F,NR,NR,D,NR,C,C,NR,NR,NR,A,NR,C,B,NR,B,NR,B,A,NR,41.4664022,-82.1833445,No
000862,Buckeye Community Hope Foundation,000321,Constellation Schools: Old Brooklyn Community Middle,(216) 3510280,"4430 State Rd, Cleveland, OH 44109",43786,Cleveland Municipal,Cuyahoga,FY06,5-8,Startup,Site,General Education,0.356064288,0.443958835,0.112382935,--,0.934162979,C,D,NR,B,B,NR,NR,NR,B,NR,NR,F,NR,C,C,NR,NR,NR,F,NR,NR,F,NR,D,F,NR,NR,NR,F,NR,NR,F,NR,D,F,NR,NR,NR,D,NR,C,C,NR,A,NR,B,C,NR,41.433941,-81.7077967,No
048199,ESC of Lake Erie West,133587,Summit Academy Akron Elementary School,(330) 2537441,"2503 Leland Ave, Akron, OH 44312",43489,Akron City,Summit,FY00,K-5,Startup,Site,Special Education,0.377367611,1,0.843909418,--,0.910139583,D,D,NR,D,D,C,NR,NR,F,NR,D,D,NR,D,D,NR,NR,NR,F,NR,B,C,NR,C,C,NR,NR,NR,F,NR,D,D,NR,D,D,NR,NR,D,D,NR,F,F,NR,D,NR,D,D,NR,41.048857,-81.4396901,No
043786,Cleveland Municipal,000936,Promise Academy,(216) 4430502; (216) 4430500,"1701 E 13th St, Cleveland, OH 44114",43786,Cleveland Municipal,Cuyahoga,FY07,9-12,Startup,Site,Dropout Prevention and Recovery,0.967647804,0.974509092,0.239151207,--,0.338630163,Meets Standards,19.3,Meets Standards,13.2,Meets Standards,19.7,Meets Standards,Meets Standards,15.5,16.2,Exceeds Standards,Does Not Meet Standards,7.9,Meets Standards,17.1,Meets Standards,13.1,15,Does Not Meet Standards,Meets Standards,13.1,41.9,Does Not Meet Standards,6.3,Does Not Meet Standards,8.6,Meets Standards,Does Not Meet Standards,10.6,11.5,Does Not Meet Standards,69.7,Does Not Meet Standards,Does Not Meet Standards,Meets Standards,43.9,3.4,8.4,Does Not Meet Standards,8.2,Does Not Meet Standards,7.2,7.5,49.1,Does Not Meet Standards,4.4,Does Not Meet Standards,Does Not Meet Standards,41.5039501,-81.6843548,No
043786,Cleveland Municipal,012852,Citizens Academy East,(216) 3679392,"12523 Woodside Ave, Cleveland, OH 44108",43786,Cleveland Municipal,Cuyahoga,FY13,K-5,Startup,Site,General Education,0.996287065,0.999823408,0.085234578,--,0.911135421,D,F,NR,F,F,NR,NR,NR,D,NR,D,F,NR,NR,F,NR,NR,NR,F,NR,C,F,NR,D,F,NR,NR,NR,F,NR,F,C,NR,NR,C,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.53647,-81.5965785,No
123257,North Central Ohio ESC,014139,Imagine Columbus Primary School,(614) 4337510,"4656 Heaton Rd, Columbus, OH 43229",43802,Columbus City School District,Franklin,FY14,K-5,Conversion,Site,General Education,0.93599565,1,0.111896412,0.461696243,0.924274026,D,B,NR,NR,C,NR,NR,NR,F,NR,D,C,NR,NR,C,C,NR,NR,D,NR,D,C,NR,NR,C,NR,NR,NR,F,NR,F,C,NR,NR,C,NR,NR,D,C,NR,NR,C,NR,--,--,--,--,--,40.0629239,-82.9662439,No
044453,Newark City,000162,Newark Digital Academy,,,44453,Newark City,Licking,FY04,"#N/A",Conversion,Virtual,Dropout Prevention and Recovery,0.122435246,0.749508977,0.251198779,--,0.780388525,Meets Standards,51.3,Exceeds Standards,73.5,Exceeds Standards,74.4,Exceeds Standards,Exceeds Standards,61.9,66.8,Meets Standards,Exceeds Standards,62.5,Exceeds Standards,72.9,Exceeds Standards,73.6,60.2,Exceeds Standards,Exceeds Standards,64.9,78,Exceeds Standards,57.6,Exceeds Standards,64.5,Exceeds Standards,Exceeds Standards,53.3,44.3,Exceeds Standards,18.7,Exceeds Standards,Meets Standards,Exceeds Standards,77.1,53,50,Exceeds Standards,42.1,Exceeds Standards,44.6,46.2,70.2,Exceeds Standards,44.8,Exceeds Standards,Exceeds Standards,0,0,Yes
123257,North Central Ohio ESC,011511,Lakeland Academy Community School,(740) 6581042,"101 E Main St, Freeport, OH 43973",45245,Harrison Hills City,Harrison,FY10,K-12,Conversion,Site,General Education,--,0.707304549,0.248430763,--,0.953533456,C,B,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,A,F,NR,NR,NR,NR,F,40.2105092,-81.2667244,No
000862,Buckeye Community Hope Foundation,013249,Academy for Urban Scholars Youngstown,(330) 7449070,"3405 Market St, Youngstown, OH 44507",45161,Youngstown City,Mahoning,FY14,"9-12,UNG",Startup,Site,Dropout Prevention and Recovery,0.964814188,1,0.215133028,--,0.545206399,Meets Standards,32.8,Exceeds Standards,45.7,Meets Standards,36.4,Exceeds Standards,Exceeds Standards,48.5,41.7,Meets Standards,Exceeds Standards,40.5,Meets Standards,32.6,Exceeds Standards,48.8,45.5,Not Rated,Exceeds Standards,41.4,42,Meets Standards,15.8,Exceeds Standards,41.5,Exceeds Standards,Not Rated,NR,NR,Meets Standards,0,Does Not Meet Standards,Does Not Meet Standards,Meets Standards,56.3,33.3,26.5,Not Rated,NR,Not Rated,--,29.1,--,--,--,--,--,41.064848,-80.6610432,No
007991,Educational Resource Consultants of Ohio,000938,East Bridge Academy of Excellence,(614) 5013822; (614) 8561149,"2323 Lake Club Dr, Columbus, OH 43232",43802,Columbus City School District,Franklin,FY07,K-12,Startup,Site,General Education,0.997066048,0.991673938,0.135595884,0.387598089,0.910698038,F,NR,NR,NR,NR,NR,F,F,NR,F,NR,NR,NR,NR,NR,NR,F,F,NR,F,NR,NR,NR,NR,NR,NR,F,F,NR,F,NR,NR,NR,NR,NR,NR,F,NR,C,NR,NR,C,F,C,NR,NR,D,F,39.9349024,-82.8335162,No
008316,Richland Academy,011468,Columbus Bilingual Academy-North,(614) 5474500,"2100 Morse Rd, Columbus, OH 43229",43802,Columbus City School District,Franklin,FY11,K-8,Startup,Site,General Education,0.998322669,1,0.119297073,0.721278897,0.946136421,F,F,NR,NR,F,F,NR,NR,F,NR,D,C,NR,NR,C,NR,NR,NR,D,NR,D,C,NR,C,C,NR,NR,NR,F,NR,D,D,NR,NR,D,NR,NR,D,B,NR,NR,C,NR,A,NR,NR,C,NR,40.0617349,-82.9639913,No
016998,Ohio Council of Community Schools,013132,Lake Erie College Preparatory School,(216) 4534556,"14405 Saint Clair Ave, Cleveland, OH 44110",43786,Cleveland Municipal,Cuyahoga,FY13,K-12,Startup,Site,General Education,0.993161587,0.99928296,0.165712936,--,0.882191295,F,F,NR,NR,F,F,NR,NR,F,NR,C,F,NR,A,C,C,NR,NR,F,NR,D,F,NR,B,F,F,NR,NR,F,NR,D,F,NR,C,C,NR,NR,D,A,NR,B,A,NR,A,NR,C,A,NR,41.5521493,-81.5813206,No
123257,North Central Ohio ESC,000779,Educational Academy for Boys & Girls,(614) 3511774,"35 Midland Ave, Columbus, OH 43223",43802,Columbus City School District,Franklin,FY07,K-12,Conversion,Site,General Education,0.857508716,1,0.144329041,0.56894387,0.917772918,C,B,NR,NR,NR,B,NR,NR,F,NR,NR,C,NR,NR,NR,NR,NR,NR,F,NR,NR,D,NR,NR,C,NR,NR,NR,F,NR,NR,B,NR,NR,B,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,C,NR,39.9548177,-83.0582028,No
048199,ESC of Lake Erie West,132746,Summit Acdy Comm Schl for Alternative Learners of Middletown,(513) 4228540,"4700 Central Ave, Middletown, OH 45044",44404,Middletown City,Butler,FY02,K-6,Startup,Site,Special Education,0.185675542,1,0.689227596,--,0.931727982,D,C,NR,D,C,NR,NR,NR,F,NR,NR,C,NR,D,C,NR,NR,NR,F,NR,B,C,NR,C,C,NR,NR,NR,F,NR,F,F,NR,F,F,NR,NR,NR,B,NR,C,C,NR,C,NR,B,C,NR,39.5102568,-84.3442017,No
123257,North Central Ohio ESC,011967,The Richland School of Academic Arts,(419) 5227273,"1456 Park Ave W, Ontario, OH 44906",44297,Mansfield City,Richland,FY11,K-8,Conversion,Site,General Education,0.510471667,0.98018781,0.078401638,--,0.955658851,B,C,NR,C,D,NR,NR,NR,A,NR,B,C,NR,NR,NR,NR,NR,NR,F,NR,F,C,NR,NR,NR,NR,NR,NR,F,NR,NR,A,NR,NR,NR,NR,NR,NR,C,NR,NR,C,NR,C,NR,C,D,NR,40.7609403,-82.5683229,No
043786,Cleveland Municipal,133520,Citizens Academy,(216) 7914195,"10118 Hampden Ave, Cleveland, OH 44108",43786,Cleveland Municipal,Cuyahoga,FY00,K-5,Startup,Site,General Education,0.992682774,1,0.12335014,--,0.908382694,D,F,NR,C,C,NR,NR,NR,C,NR,D,F,NR,C,C,NR,NR,NR,F,NR,C,F,NR,C,C,NR,NR,NR,F,NR,F,D,NR,F,F,NR,NR,C,A,NR,F,C,NR,A,NR,F,C,NR,41.5239339,-81.6181716,No
048199,ESC of Lake Erie West,000825,Horizon Science Academy-Springfield,(419) 5350524,"630 S Reynolds Rd, Toledo, OH 43615",44909,Toledo City,Lucas,FY05,K-8,Startup,Site,General Education,0.845680369,1,0.117539226,0.031079193,0.910988528,C,A,NR,C,A,NR,NR,NR,B,NR,NR,A,NR,C,A,NR,NR,NR,F,NR,C,A,NR,C,A,A,NR,NR,F,NR,F,F,NR,D,F,NR,NR,F,A,NR,D,A,NR,A,NR,NR,B,NR,41.628571,-83.6656778,No
083246,St Aloysius Orphanage,000664,Life Skills Center of Columbus Southeast,(614) 8639175,"2400 S Hamilton Rd, Columbus, OH 43232",43802,Columbus City School District,Franklin,FY05,9-12,Startup,Site,Dropout Prevention and Recovery,0.880403812,1,0.242292234,--,0.494827658,Meets Standards,7.5,Does Not Meet Standards,10.5,Meets Standards,20.4,Meets Standards,Meets Standards,15.1,14.7,Meets Standards,Meets Standards,8.2,Meets Standards,16.8,Meets Standards,13.3,14.5,Meets Standards,Meets Standards,15.7,53.8,Does Not Meet Standards,4.3,Does Not Meet Standards,9.2,Meets Standards,Meets Standards,23.1,13.7,Meets Standards,0,Does Not Meet Standards,Meets Standards,Meets Standards,37.5,6.3,10.8,Meets Standards,12.1,Does Not Meet Standards,8.7,11.8,26.7,Meets Standards,10.5,Meets Standards,Meets Standards,39.9255334,-82.878447,No
