School,SchoolOrHome,Type,Latitude,Longitude
411 S Plum St,Home,Single Family Residential,40.0361391,-84.2080716
3673 Fenner,Home,Single Family Residential,40.0241049,-84.272013
441 Meadowood Dr,Home,Single Family Residential,40.0007753,-84.2097229
434 Lake St,Home,Single Family Residential,40.0367156,-84.2200885
232 S Short St,Home,Single Family Residential,40.0381623,-84.208467
2826 Parkwood Dr,Home,Single Family Residential,40.0672273,-84.2545898
0 Piqua Troy Rd,Home,Vacant Land,40.08121,-84.207139
2607 Saint Andrews Dr,Home,Single Family Residential,40.0605722,-84.2540138
1950 Prime Ct,Home,Vacant Land,40.05991,-84.242812
1014 W Race St,Home,Single Family Residential,40.0381045,-84.2158746
4418 Mccandliss Rd,Home,Single Family Residential,40.039273,-84.123976
1122 Pond View Dr,Home,Single Family Residential,40.0193483,-84.2558037
2324 Worthington Dr,Home,Single Family Residential,40.0149832,-84.2447138
960 Diana Dr,Home,Single Family Residential,40.0226018,-84.2167845
406 N Elm St,Home,Single Family Residential,40.0478509,-84.212173
3258 Heatherstone Dr,Home,Single Family Residential,40.0359098,-84.2643593
3263 Heatherstone Dr,Home,Single Family Residential,40.0363139,-84.264253
1108 Red Maple Dr,Home,Single Family Residential,40.0376839,-84.2661036
1125 Red Maple Dr,Home,Single Family Residential,40.0381668,-84.2662456
3238 Heatherstone Dr,Home,Single Family Residential,40.0359098,-84.2643593
1135 Race Dr,Home,Single Family Residential,40.0299954,-84.1950927
1112 Red Maple Dr,Home,Single Family Residential,40.0376839,-84.2661036
545 Linwood Dr,Home,Single Family Residential,40.046092,-84.1913754
907 Wheeler St,Home,Single Family Residential,40.0392253,-84.2145611
650 Old Newton Pike,Home,Single Family Residential,40.0283925,-84.2175668
1311 Imperial Ct,Home,Multi-Family (2-4 Unit),40.0440202,-84.1787286
712 Sherwood Dr,Home,Single Family Residential,40.0606515,-84.1968624
1125 Rosenthal Dr,Home,Single Family Residential,39.9861011,-84.2260065
815 Mckaig Ave,Home,Multi-Family (2-4 Unit),40.0400973,-84.212877
2394 Black Oak Dr,Home,Single Family Residential,40.0129914,-84.2464422
585 S Countryside Dr,Home,Single Family Residential,39.997863,-84.2074169
645 Oakwood Ct,Home,Single Family Residential,40.0026728,-84.2129141
15 W Market St,Home,Single Family Residential,40.0324148,-84.2093317
225 Riverside Dr,Home,Single Family Residential,40.0537633,-84.2050491
350 Windmere Dr,Home,Single Family Residential,40.0033172,-84.2066995
7285 E Walnut,Home,Vacant Land,39.9981089,-84.0721447
1683 Swailes Rd,Home,Single Family Residential,40.011848,-84.233651
509 Woodfield Dr,Home,Single Family Residential,40.004954,-84.209989
2252 Monroe Concord Rd,Home,Vacant Land,39.9951111,-84.241992
115 Dorothy Ln,Home,Single Family Residential,40.0374345,-84.2483969
0 Staunton Rd,Home,Vacant Land,40.042744,-84.194687
2900 Merrimont Dr,Home,Single Family Residential,39.9975744,-84.2096406
140 S Ridge Ave,Home,Single Family Residential,40.0442082,-84.2183902
929 Old Nursery Trl,Home,Vacant Land,40.026143,-84.212898
920 Old Nursery Trl,Home,Vacant Land,40.02559,-84.212716
923 Old Nursery Trl,Home,Vacant Land,40.026063,-84.21257
2215 Merrimont Dr,Home,Single Family Residential,40.0059873,-84.2144788
1149 Red Maple Dr,Home,Single Family Residential,40.0381933,-84.2656273
2745 Douglas Dr,Home,Single Family Residential,40.0595308,-84.2563304
1090 Halifax Dr,Home,Single Family Residential,40.060062,-84.182869
516 Loxley Ln,Home,Single Family Residential,40.0629725,-84.1919694
2725 Douglas Dr,Home,Single Family Residential,40.0595308,-84.2563304
660 Wisteria Dr,Home,Single Family Residential,39.9912473,-84.2061815
701 Sedgwick Way,Home,Single Family Residential,40.0425311,-84.2569557
101 Commerce Center Blvd,Home,Vacant Land,40.0445325,-84.2382512
406 Ellis St,Home,Single Family Residential,40.0313108,-84.1966373
1245 W Main St,Home,Vacant Land,40.0479692,-84.2220079
0 Fenner Rd,Home,Vacant Land,40.025879,-84.247817
2930 Stone Circle Dr,Home,Vacant Land,39.9966229,-84.201513
715 W Market St,Home,Single Family Residential,40.0301184,-84.2193372
2640 Greenlawn Dr,Home,Single Family Residential,40.0012484,-84.2115965
166 Dronfield Rd,Home,Single Family Residential,40.0529288,-84.1947529
637 Sherwood Dr,Home,Single Family Residential,40.0580564,-84.1960096
Carolina Place,Home,Single Family Residential,40.038197,-84.263133
Lehigh,Home,Single Family Residential,40.0381893,-84.26323
Dunkirk,Home,Single Family Residential,40.038197,-84.263133
Columbia,Home,Single Family Residential,40.038197,-84.263133
Hudson,Home,Single Family Residential,40.0381893,-84.26323
Normandy,Home,Single Family Residential,40.038197,-84.263133
Aviano,Home,Single Family Residential,40.038197,-84.263133
Brown Rd,Home,Vacant Land,39.303698,-82.181828
6720 Cameron Rd,Home,Single Family Residential,39.274749,-82.1711459
0 Fisher Rd,Home,Vacant Land,39.272366,-82.143449
8 Berkley Dr,Home,Single Family Residential,39.294322,-82.11368
13190 Dutch Creek Rd,Home,Single Family Residential,39.390656,-82.038201
305 E State St,Home,Single Family Residential,39.3372776,-82.0890776
36 Westfield Pl,Home,Townhouse,39.294324,-82.114628
6005 Crestview Dr,Home,Single Family Residential,39.286005,-82.127856
14978 Dutch Creek Rd,Home,Single Family Residential,39.374771,-82.006927
15 S Shafer St Apt 2003,Home,Condo/Co-op,39.3328604,-82.1146765
114 Grosvenor St,Home,Single Family Residential,39.3358524,-82.0970728
13197 Bayton St NE,Home,Single Family Residential,40.8786345,-81.1525038
12647 Marlboro Ave NE,Home,Single Family Residential,40.9552225,-81.2143807
2020 Overcrest St,Home,Single Family Residential,40.9082744,-81.138621
1069 College Rd,Home,Single Family Residential,40.904615,-81.120799
758 Bonnieview Ave,Home,Single Family Residential,40.914507,-81.1192843
1714 S Liberty Ave,Home,Single Family Residential,40.9045932,-81.0959663
234 Rosenberry St,Home,Single Family Residential,40.9129342,-81.1020012
2229 S Union Ave,Home,Single Family Residential,40.899428,-81.106213
2507 Pleasant Pl,Home,Single Family Residential,40.8964112,-81.1208357
10705 Easton St NE,Home,Single Family Residential,40.8705216,-81.1974201
850 E Rice St,Home,Single Family Residential,40.9035585,-81.0942419
8736 Lynn Park St NE,Home,Townhouse,40.9574183,-81.2303049
1855 Northview Ave,Home,Condo/Co-op,40.90346,-81.131724
12824 Wentz Ave NE,Home,Single Family Residential,40.9579254,-81.2272064
2317 Burton Ave,Home,Single Family Residential,40.8988792,-81.1195645
2905 Cedarwood,Home,Single Family Residential,40.8933156,-81.1195645
1535 Glenking Ln,Home,Single Family Residential,40.906124,-81.1273858
11667 Klinger Ave NE,Home,Single Family Residential,40.9398868,-81.1264378
Snode Rd,Home,Vacant Land,40.953642,-81.171869
14487 Ardmore Dr NE,Home,Single Family Residential,40.9455617,-81.1213529
199 W Main St,Home,Townhouse,40.9219315,-81.1098564
0001 Union Ave N,Home,Vacant Land,40.9280894,-81.105785
12010 Easton St NE,Home,Single Family Residential,40.8762067,-81.1724028
15770 Cenfield St NE,Home,Single Family Residential,40.8571528,-81.1022598
9139 Moulin Ave NE,Home,Single Family Residential,40.9042366,-81.1832546
167 Kentwood Ave NE,Home,Single Family Residential,40.9196346,-81.1298851
142 Franklin Ave,Home,Single Family Residential,40.9227168,-81.0938108
1875 Northview Ave,Home,Condo/Co-op,40.902989,-81.131718
22862 Norman Ave,Home,Single Family Residential,40.91363,-81.085976
2391 Belleflower Dr,Home,Single Family Residential,40.8981907,-81.1137033
131 Linwood Dr,Home,Single Family Residential,40.892423,-81.107657
1559 Fairview Pl,Home,Single Family Residential,40.9053385,-81.1217838
1218 S Bandy Rd,Home,Single Family Residential,40.8836402,-81.0473284
13665 Beech St NE,Home,Single Family Residential,40.8878119,-81.1398812
8825 Lynnett St NE,Home,Single Family Residential,40.9569835,-81.2287126
3419 Greenbriar Ave NE,Home,Vacant Land,40.885621,-81.0942672
2120 Miller Ave,Home,Single Family Residential,40.9005107,-81.1079925
2424 Clark Ave,Home,Single Family Residential,40.897432,-81.108931
1808 Winston St,Home,Single Family Residential,40.8917688,-81.1322549
2810 Center Ave,Home,Single Family Residential,40.8938967,-81.1248003
1135 S Seneca Ave,Home,Single Family Residential,40.9105858,-81.0974751
982 N Rockhill Ave,Home,Townhouse,40.9317859,-81.1155996
717 S Rockhill Ave,Home,Single Family Residential,40.915167,-81.1156642
11465 Taylor St NE,Home,Single Family Residential,40.95229,-81.181237
10929 Heltman Ave NE,Home,Single Family Residential,40.9293634,-81.1438017
1654 S Arch Ave,Home,Single Family Residential,40.9050267,-81.1010529
Edison St NE,Home,Vacant Land,40.948648,-81.169017
636 S Freedom Ave,Home,Single Family Residential,40.9160218,-81.0983803
328 N Webb Ave,Home,Single Family Residential,40.9247857,-81.0951149
11100 Vaughn Ave NE,Home,Single Family Residential,40.930803,-81.088857
2246 Shunk Ave,Home,Single Family Residential,40.8993123,-81.1117423
1527 Glenking Ln,Home,Single Family Residential,40.906091,-81.127005
606 E State St,Home,Single Family Residential,40.9018988,-81.0970871
2252 S Freedom Ave,Home,Single Family Residential,40.8991751,-81.0983372
1432 W State St,Home,Single Family Residential,40.9016306,-81.126524
2825 Patriots Path,Home,Condo/Co-op,40.893203,-81.151771
2525 Center Ave,Home,Single Family Residential,40.8960345,-81.125339
12387 Bon Air Ave NE,Home,Single Family Residential,40.9504161,-81.1246495
12045 Mahoning Ave,Home,Single Family Residential,40.944263,-81.087165
Rockhill Ave NE,Home,Vacant Land,40.950185,-81.115294
853 Lilly Rd,Home,Single Family Residential,40.9054054,-81.1165693
20 S Lincoln Ave,Home,Single Family Residential,40.921319,-81.1116561
2530 Eastern Ave,Home,Single Family Residential,40.8960953,-81.1213098
521 S Seneca Ave,Home,Single Family Residential,40.9171199,-81.0973888
3330 S Union Ave,Home,Single Family Residential,40.887941,-81.104927
22645 N Benton West Rd,Home,Single Family Residential,40.977086,-81.081884
347 N Lincoln Ave,Home,Single Family Residential,40.9249543,-81.1115699
1708 Jewell St,Home,Single Family Residential,40.8927946,-81.130316
13526 Osborne Ave,Home,Single Family Residential,40.9679027,-81.2310735
620 Wright Ave,Home,Single Family Residential,40.916311,-81.1107079
1305 W Vine St,Home,Single Family Residential,40.9308699,-81.1252744
Stratford Pl,Home,Vacant Land,40.912156,-81.129457
1332 Highland Ct,Home,Single Family Residential,40.9089833,-81.1030788
Oyster Rd,Home,Vacant Land,40.911193,-81.078658
Greenbower St NE,Home,Vacant Land,40.979673,-81.159191
2021 Crestwood St,Home,Single Family Residential,40.9074872,-81.1394472
20819 Courtney Rd,Home,Single Family Residential,40.93735,-81.047314
1754 Winston St,Home,Single Family Residential,40.8918816,-81.1311777
Rockhill Ave S,Home,Vacant Land,40.895537,-81.115425
2244 S Arch Ave,Home,Single Family Residential,40.8992714,-81.101096
885 Kintz Woods Dr,Home,Single Family Residential,40.9130937,-81.1331813
22659 Alden Ave,Home,Single Family Residential,40.913956,-81.082648
0000 Union Ave N,Home,Vacant Land,40.903086,-81.106307
103 Rosenberry St Unit 103/105,Home,Townhouse,40.912555,-81.10409
11292 Reeder Ave NE,Home,Single Family Residential,40.9355113,-81.1977991
Snode St NE,Home,Vacant Land,40.95372,-81.168398
Federal Ave,Home,Vacant Land,40.896583,-81.127091
975 Stratford Pl,Home,Single Family Residential,40.9121263,-81.1290233
Iowa Ave NE,Home,Vacant Land,40.938116,-81.113684
943 E Grant St,Home,Single Family Residential,40.913725,-81.092809
324 E Grant St,Home,Townhouse,40.9141398,-81.1008805
1411 Parkway Blvd,Home,Single Family Residential,40.908278,-81.117673
134 W Cambridge St,Home,Single Family Residential,40.9164766,-81.1082943
Beech St NE,Home,Vacant Land,40.882947,-81.115834
2095 Center Ave,Home,Townhouse,40.9003354,-81.1249727
14545 Salem Church St NE,Home,Single Family Residential,40.851356,-81.125516
River St NE,Home,Vacant Land,40.931286,-81.092114
86 W Main St,Home,Townhouse,40.921538,-81.107702
V/L Thorncroft St,Home,Vacant Land,40.892689,-81.153845
W Beech St NE,Home,Vacant Land,40.888769,-81.115056
Sawburg Ave S,Home,Vacant Land,40.903398,-81.133993
Mc Crea St,Home,Vacant Land,40.914424,-81.138285
Electon Rd NE,Home,Vacant Land,40.89598,-81.131401
Eastmoor St NE,Home,Vacant Land,40.894023,-81.130832
Eastmoor St NE,Home,Vacant Land,40.894011,-81.129096
Eastmoor St NE,Home,Vacant Land,40.894014,-81.12953
Eastmoor St NE,Home,Vacant Land,40.894013,-81.129385
Eastmoor St NE,Home,Vacant Land,40.894012,-81.129241
Eastmoor St NE,Home,Vacant Land,40.894022,-81.130687
Bayton St NE,Home,Vacant Land,40.873977,-81.087407
Crestview Ave,Home,Vacant Land,40.899687,-81.122968
Fairway Dr,Home,Vacant Land,40.896787,-81.095139
2491 Queensbury Rd,Home,Vacant Land,40.8916505,-81.1547123
Orchard Spring St,Home,Vacant Land,40.889779,-81.153208
Queensbury Rd,Home,Vacant Land,40.888688,-81.154297
Queensbury Rd,Home,Vacant Land,40.888534,-81.154038
Moulin Ave,Home,Vacant Land,40.90347,-81.180717
Valewood Cir,Home,Vacant Land,40.888846,-81.152859
Valewood Cir,Home,Vacant Land,40.889023,-81.152632
Valewood Cir,Home,Vacant Land,40.889158,-81.152187
Valewood Cir,Home,Vacant Land,40.88879,-81.151761
Valewood Cir,Home,Vacant Land,40.88849,-81.152124
950 S Sawburg Ave Unit N,Home,Vacant Land,40.912453,-81.1341758
231 Meadowbrook Ave NE,Home,Vacant Land,40.935189,-81.11824
537 Homestead Ave NE,Home,Vacant Land,40.940545,-81.11922
145 Lorentz St,Home,Single Family Residential,40.8943952,-81.1038978
3655 Baldwin Ave,Home,Single Family Residential,40.8817103,-81.1273427
523 S Linden Ave,Home,Single Family Residential,40.9171088,-81.100277
2987 Torrington Rd,Home,Single Family Residential,41.4752546,-81.5494801
13610 Shaker Blvd #502,Home,Condo/Co-op,41.4831231,-81.5869407
2962 Hampton Rd,Home,Single Family Residential,41.4782397,-81.5885308
2649 E 128th St,Home,Townhouse,41.4861632,-81.5929442
15850 Aldersyde Dr,Home,Single Family Residential,41.4722242,-81.5700754
16205 Shaker Blvd,Home,Single Family Residential,41.481502,-81.5669479
2608 E 121st St,Home,Single Family Residential,41.487796,-81.598211
13501 Cormere Rd,Home,Single Family Residential,41.4851204,-81.5880346
3564 E 154th St,Home,Single Family Residential,41.4625722,-81.573417
3622 E 144th St,Home,Townhouse,41.4609964,-81.5815562
3284 E 132nd St,Home,Townhouse,41.4695657,-81.5910525
2590 Coventry Rd,Home,Single Family Residential,41.4865721,-81.5841284
13805 Union Ave,Home,Single Family Residential,41.4640892,-81.5871006
2977 Fontenay Rd,Home,Single Family Residential,41.4755636,-81.5521378
3722 Daleford Rd,Home,Single Family Residential,41.4583445,-81.5581644
3315 E 145th St,Home,Townhouse,41.4695132,-81.580759
3330 Dorchester Rd,Home,Single Family Residential,41.4690673,-81.5570611
3702 Normandy Rd,Home,Single Family Residential,41.4588773,-81.5569646
3616 E 153rd St,Home,Single Family Residential,41.4611076,-81.5746165
3378 E 132nd St,Home,Single Family Residential,41.4669589,-81.5910124
2777 E 126th St,Home,Single Family Residential,41.4826263,-81.5948681
3376 E 147th St,Home,Single Family Residential,41.4676756,-81.5790824
3710 Normandy Rd,Home,Single Family Residential,41.4586832,-81.5569646
13800 Shaker Blvd #1102,Home,Condo/Co-op,41.4828777,-81.5853062
12702 Parkhill Ave,Home,Townhouse,41.4742417,-81.5938805
3161 Ashwood Rd,Home,Single Family Residential,41.4735859,-81.5859681
3383 Colwyn Rd,Home,Single Family Residential,41.467495,-81.574947
3260 Braemar Rd,Home,Single Family Residential,41.4709201,-81.5671193
13800 Shaker Boulevard Blvd #1204,Home,Condo/Co-op,41.4828777,-81.5853062
17355 S Woodland Rd,Home,Single Family Residential,41.4758697,-81.5590963
3651 Avalon Rd,Home,Townhouse,41.4603265,-81.5587214
3299 Warrington Rd,Home,Single Family Residential,41.4700151,-81.5701183
15905 Fernway Rd,Home,Single Family Residential,41.471619,-81.5698933
14418 S Woodland Rd,Home,Single Family Residential,41.4783764,-81.5809137
13900 Shaker Blvd #412,Home,Condo/Co-op,41.4828777,-81.5853062
17575 S Woodland Rd,Home,Single Family Residential,41.4753258,-81.5567182
3388-3390 Colwyn Rd,Home,Townhouse,41.4674229,-81.575517
3320 Avalon Rd,Home,Single Family Residential,41.4693402,-81.5593641
3737 E 140th St,Home,Single Family Residential,41.45771,-81.5843833
17009 Fernway Rd,Home,Single Family Residential,41.4716398,-81.5610781
3266 Braemar Rd,Home,Single Family Residential,41.47079,-81.5670657
3711 Lindholm Rd,Home,Single Family Residential,41.4586517,-81.5633918
3354 Ashby Rd,Home,Townhouse,41.468299,-81.573374
11620 Forest Ave,Home,Townhouse,41.477778,-81.602043
3651 E 139th St,Home,Single Family Residential,41.4598619,-81.5856683
3545 Ludgate Rd,Home,Single Family Residential,41.463107,-81.5696042
13800 Fairhill Rd #106,Home,Condo/Co-op,41.4900414,-81.5882733
2722 Southington Rd,Home,Single Family Residential,41.4839066,-81.5774867
3421 E 143,Home,Townhouse,41.4664784,-81.5821272
3652 Strathavon Rd,Home,Single Family Residential,41.4603081,-81.5616351
16800 S Park Blvd,Home,Single Family Residential,41.4819837,-81.5618921
2790 E 125th St,Home,Townhouse,41.4823024,-81.5961688
2945 Lee,Home,Single Family Residential,41.4775257,-81.5645914
16800 Van Aken Blvd #312,Home,Condo/Co-op,41.4660213,-81.5629229
2841 Weybridge Rd,Home,Single Family Residential,41.4801681,-81.5678048
17606 Chagrin Blvd,Home,Townhouse,41.4642383,-81.5563277
3359 Sutton Rd,Home,Townhouse,41.468235,-81.575953
13710 Shaker Blvd #304,Home,Condo/Co-op,41.4831231,-81.5869407
3135 E 116 St E,Home,Single Family Residential,41.4734799,-81.602518
2544 Cheshire Rd,Home,Single Family Residential,41.489367,-81.5920572
13900 Shaker Blvd #1112,Home,Condo/Co-op,41.4830737,-81.5850216
